sentence1,sentence2,label
"Filmā galvenās lomas ierunājuši Viljams Hanna, Kevins Maikls Ričardsons, Ketija Najimija, Čārlzs Nelsons Reilijs, Wallace Shawn, Marks Hamils un Dens Kastellaneta.",Filmas pirmizrāde notika 2006. gada 22. augustā.,0
Ir zināms ap 18 000 sarkodīnvicaiņu sugu.,"Protams var šaubīties, vai tiešām šīs īpatnības attaisno šo divu taksonu apvienošanu vienā monofilētiskā grupā, jo pārējās lietās tās pārstāvji izrāda tik lielas atšķirības savā ultrastruktūrā, ka dot precīzu raksturojumu šim tipam nav iespējams.",0
Tas orbītā tika palaists 1973.,gada 18. decembrī ar mērķi izmēģināt modificēto kuģi un veikt astrofiziskos novērojumus. Lielā informācijas apjoma dēļ visu rezultātu apstrādei bija nepieciešami aptuveni 10 gadi.,0
"Tas robežojas ar Mogiļevas un Gomeļas apgabaliem (Baltkrievija) ziemeļos un rietumos, kā arī Gordejevkas rajonu austrumos un Novozibkovas rajonu dienvidos.",Kopš Čornobiļas AES katastrofas (1986) radiācijas fons rajonā ir ievērojami palielināts.,0
"TanDEM-X ir arī nosaukums kopējai misijai ar gandrīz identisko TerraSAR-X, kuru orbītā palaida 2007.","gadā. TanDEM-X ready for routine operations in 2011 Arhivēts 2010. gada 24. decembrī, Wayback Machine vietnē.",0
"Skots pazīstams ar savām veiksmīgajām asa sižeta un trillera žanra filmām, kā ""Labākais šāvējs"" (1986), ""Beverlihilsas policists 2"" (1987), ""Pērkona dienas"" (1990), ""Pēdējais skauts"" (The Last Boy Scout, 1991), ""Īstā mīlestība"" (1993), ""Mijkrēslis"" (1995), ""Valsts ienaidnieks"" (1998), ""Rūdīts ugunī"" (2004), Déjà Vu (2006) un ""Neapturamais"" (2010).",Tonijs Skots ir jaunākais brālis režisoram Ridlijam Skotam.,0
Tā ir dibināta saskaņā ar Eiropas Padomes 1993.,"gada samita lēmumu. Galvenie komisijas darbības veidi ir ziņojumu sagatavošana par dalībvalstīm, vispārēji politisko rekomendāciju pieņemšana un informēšana par veiksmīgām praksēm pretrasisma jomā.",0
Tas ir trešā cietākā mākslīgi radītā viela pēc dimanta nanostienīšiem un ultracietā fullerīta.,"Borazonu ražoja General Electrics meitas firma GE Superabrasives līdz 2003. gada decembrim, kad šis meitas uzņēmums tika pārdots kompānija Littlejohn & Co..",0
Japānā sākās Genko karš.,Nizamudins Ahmeds pašā kļuva par Osmaņu impērijas lielvezīru.,0
"Barbaru iekarotāji ieņemtajās teritorijās bija skaitliskā mazākumā, tāpēc tie pārņēma romiešu administrācijas, latīņu valodas un kultūras elementus, kā arī kristietību tās ariānisma formā, vienlaikus saglabājot savas ģermāņu cilšu tiesību paražas.","Langobardu iekarojumu uzplešanās, 751.g.",0
Ģinti pirmo reizi 1901.,"gadā aprakstīja austriešu paleontologs Rohons. Kornuālā plātne ir četrstūraina ar augšanas centru pie laterālās malas, un ap to veidojas koncentriskas zonas.",0
Ieguvis nepilnu vidējo izglītību.,"No 1941. līdz 1943. gadam bija IeTK Usoļskas LDN 3. nodaļas pr-ks, Ribinskas LDN pr-ka vietnieks, no 1943. gada decembra līdz 1944. gada decembrim — Maskavas apgabala IeTK pārvaldes 9. labošanas darbu kolonijas pr-ks, no 1944. līdz 1945. gadam — PSRS IeTK Aviācijas celtniecības galvenās pārvaldes 1746. būves atsevišķā nometņu punkta pr-ka vietnieks, PSRS IeTK Šoseju ceļu galvenās pārvaldes 3. būves un Labošanas darbu nometņu pārvaldes pr-ka vietnieks.",0
"Saeima ir Latvijas Republikas parlaments, kas savu darbību sāka 2006.",gada 7. novembrī un beidza 2010. gada 1. novembrī. Saeimā darbojās 16 komisijas.,0
Rīgas arhibīskaps (1509–1524) bija Jaspers Linde.,Kurzemes bīskaps (1501—1523) bija Heinrihs II Bāzedovs.,0
Pēc lidotāja apmācības kursa 1993.,gadā viņš kļuva par lidotāju. 1998. gadā Skots Tingls pabeidza mācības Jūras kara flotē izmēģinātājpilotu skolā. 2009. gada 29. jūnijā Skots Tingls tika iekļauts NASA 20. iesaukuma astronautu vienībā. Kosmisko lidojumu kopsavilkums: SCOTT D.,0
"Futbolu spēlējis Serbijas, Maķedonijas, Dienvidkorejas, Uzbekistānas, Krievijas un Japānas klubos.",No 2007. līdz 2012. gadam spēlēja Maķedonijas izlasē.,0
Maršruts atklāts 2022.,"gada 24. janvārī. Stacija — Maizes kombināts kursē pa šādām ielām: Stacijas iela, Maizes iela, Parādes iela, Vienības iela, 18. novembra iela, Ventspils iela, Aglonas iela, Andreja Pumpura iela, Mazā Viļņas iela un Jāņa iela. 4. tramvaju maršrutā kopumā ir 30 pieturas virzienā Maizes kombināts — Stacija ir 16 pieturas, bet virzienā Stacija — Maizes kombināts ir 14 pieturas.",0
"Kurzemes, Zemgales un Sēlijas vēsturiskās zemes atradās Kurzemes guberņas sastāvā.","Abas Baltijas guberņas saglabāja savu autonomiju, statūtus, landtāgu un tiesu sistēmu.",0
Šī himna tika sarakstīta jau 1860.,"gadā, taču sākta oficiāli lietot pēc Čehijas neatkarības atgūšanas 1993. gadā. Tā ir tā skaistā zeme.",0
Latvijas brīvības cīņu dalībnieks.,"MORE PROOF OF HITLER'S PLAN TO KILL PIUS XII: Son of German Intelligence Officer Comes Forward Arhivēts 2010. gada 21. aprīlī, Wayback Machine vietnē., Zenit News June 16, 2009 (angliski) Fürst Alexander Dohna-Schlobitten. ""Erinnerungen eines alten Ostpreußen"".",0
Karojis Pirmajā pasaules karā un Igaunijas brīvības cīņās.,No 1934. līdz 1939. gadam bija bruņuvilcienu II divīzijas komandieris. 1935. gadā apbalvots ar Igaunijas Ērgļa ordeņa IV šķiru. 1936. gadā nomainījis savu uzvārdu no Avotiņš uz Āviste.,0
"Plets spēlēja Somijas hokeja līgas kluba Tamperes ""Tappara"" rindās.",Izlases sastāvā spēlēja 2014. gada Pasaules čempionātā.,0
"Tas atrodas Jeruzalemē, dibināts 1965.","gadā, un pēc tipa ir mākslas un vēstures muzejs. Izraēlas muzejā ir aptuveni 500 000 arheoloģiskie un antropoloģiskie eksponāti.",0
"Apūle ir senākā Lietuvas apdzīvotā vieta, kas pirmo reizi, līdz ar citu kuršu pili — Ezerpili (tagadējā Grobiņa), minēta 854.",gadā. Apuolės užpuolimas.,0
"Apakšdevons apakšdaļā robežojas ar augšsilūra nodalījumu, veidojot robežu starp silūru un devonu.",Šīs svītas tiek apvienotas Gargždu sērijā.,0
To apzīmē ar S.,Amorfu cietvielu entropija ir lielāka nekā kristālisku vielu entropija.,0
"Tiek dēvēts par Vidējās distances karali, jo Pasaules čempionātos vidējā distancē ir uzvarējis vairāk reižu (astoņas), nekā visi pārējie sportisti kopā, taču T.","Tjerī Žoržu pārstāv Somijas klubu Kalevan Rasti, kura sastāvā 5 reizes (2004, 2005, 2007, 2013, 2014) ir uzvarējis prestižo Jukolas stafeti, kā arī Francijas NO St-Etienne.",0
"Konkrēti fakti par viņam dzīvi ir leģendas, kuru varianti atšķiras, un kuru vēsturiskā patiesība nav noskaidrojama.","Vairāki reliģijas pētnieki uzskata, ka leģendas par Sv.",0
Tas tika palaists 2011.,"gada 20. janvārī Nacionālais izlūkošanas birojs vajadzībām. Delta 4-Heavy's hush-hush payload found and identified Arhivēts 2011. gada 30. janvārī, Wayback Machine vietnē.",0
ZGZ Shiyan Zhuangzhi tika palaists 2016.,"gada 25. jūnijā 12:00 UTC ar nesējraķeti Chang Zheng 7/YZ-1A no Veņčanas pavadoņu palaišanas centra kā sekundārā krava nolaižamā aparāta prototipam DFFC. ZGZ Shiyan Zhuangzhi nebija atdalāms no pēdējās pakāpes YZ-1A. 30. jūnijā Ķīna paziņoja, ka ar ZGZ Shiyan Zhuangzhi sistēmu ir veiksmīgi īstenotas degvielas pārsūknēšanas operācijas kosmosā.< 26. jūnijā ZGZ Shiyan Zhuangzhi kopā ar raķešpakāpi YZ-1A nogāja no orbītas un aptuveni 07:30 UTC sadega Zemes atmosfērā.",0
Turpinājuma kara laikā 1941.,"gada jūnijā Sarkanā armija no kara bāzes uzbruka Somijas karaspēkam, taču pēc sakāves kaujās pret Vācijas karaspēku Igaunijā bija spiesta 1941. gada decembrī bara bāzi evakuēt. Pēc Parīzes miera līguma parakstīšanas 1947. gadā PSRS oficiāli atteicās no Hanko bāzes.",0
"Grieķu alfabēta skaitļu pieraksta sistēmā, tam ir nozīme 70.","No burta ""omikrons"" cēlies latīņu alfabēta burts O un kirilicas alfabēta O (vēlāk arī Ю).",0
"Nīls gandrīz 15 gadus no savas karjeras pavadīja Anglijā, kur pārstāvējis tādas komandas kā Millwall, Blackburn Rovers, West Ham United, Everton, Watford un Doncaster Rovers.","Piedalījies 2006. un 2010. gada FIFA Pasaules kausā, kur bijis komandas kapteinis.",0
"Ļoti daudzi kristīgā roka izpildītāji saistās ar mūsdienu kristīgo mūziku, kamēr daži darbojas neatkarīgi.","Šīs grupas bieži vien ir guvušas plašu atpazīstamību arī ārpus kristīgās mūzikas industrijas, veidojot veiksmīgas karjeras pasaules mērogā.",0
"Nēbelss pārstāv Vācijas hokeja līgas komandu Berlīnes ""Eisbären"" (2023.",gada informācija). Divreiz spēlējis ziemas olimpiskajās spēlēs. 2018. gadā Phjončhanā ieguva sudraba godalgu.,0
"Tā kopējās būvniecības izmaksas pārsniegušas 14 miljardus ASV dolāru, celtniecībā izmantoja arī Latvijas PSR darbaspēku un finansējumu (galvenokārt Taksimo stacijas būvē).","Krievijā pabeidz BAM celtniecībuReuters, LETA, BNS, 2003. gada 6. decembrī Arhivēts 2020. gada 25.",0
Tā ir nosaukta arī par 1996.,gada Lielo komētu. Pēdējo 200 gadu laikā neviena cita komēta nebija lidojusi tik tuvu Zemei.,0
Kvantu teorija Komptona efektu izskaidro kā fotona un elektrona sadursmi.,"Šī viļņa garuma maiņa ir atkarīga no izkliedes leņķi un tiek izteikta ar vienādojumu   λ ′ − λ = λ k ( 1 − cos ⁡ Θ ) , {\displaystyle \ \lambda '-\lambda =\lambda _{k}(1-\cos \Theta ),} kur λ k = h m e c {\displaystyle \lambda _{k}={h \over {m_{e}c}}} ir Komptona viļņa garums.",0
Šī bija 18.,"un pēdējā 2008. gada F-1 sezonas sacīkste. Otrais finišēja spāņu pilots Fernando Alonso, kurš pārstāv Renault komandu, kā trešais finišēja Masas komandas biedrs soms Kimi Reikenens.",0
"Sastādījis apmēram 150 šaha kompozīcijas, galvenokārt etīdes.",Asabas šaha kompozīcijas vietnē PDB E.,0
Vēlēšanās Gulbenes novada domē tika ievēlēti 17 deputāti.,"Vēlēšanu rezultāti Arhivēts 2019. gada 26. maijā, Wayback Machine vietnē.",0
Ņūtona (angļu: Newton) var būt: Ņūtona — pilsēta Masačūsetsā; Ņūtona — pilsēta Ziemeļkarolīnā.,"Vīrieši Artūrs Lī Ņūtons (Arthur Lee Newton; 1883—1950) — amerikāņu vieglatlēts; Čārlzs Ņūtons Robinsons (Charles Newton Robinson; 1853—1913) — britu advokāts, rakstnieks, gemologs, paukotājs un jahtu braucējs; Īzaks Ņūtons (Isaac Newton; 1643—1727) — angļu zinātnieks.",0
Savas spēlētāja karjeras laikā pārstāvējis komandas Dienvidslāvijā un Šveicē.,Vairākreiz veiksmīgi trenējis Dinamo Zagreb komandu.,0
"Svilpošana dziesmā ir veidota uz sintezatora, tomēr koncertos svilpo arī Rihards Kruspe.",Dziesma iekļauta filmas Mortal Kombat II: Annihilation skaņu celiņā. 2004. gadā dziesmas kaverversiju ierakstīja grupa Gregorian.,0
Dziesma tika izdota Prusax debijas studijas albumā A+ (2019).,"Mūzikas videoklips debitēja tajā pašā dienā, kad dziesma.",0
"Atrodas asteroīdu joslas ārējā malā, grupas asteroīdu orbītu lielās pusasis ir no 3,27 AU līdz 3,7 AU, ekscentricitāte mazāka par 0,3, inklinācija < 25°.","Asteroids, Meteorites, and Comets By Linda T.",0
"Kalns ir pietiekami augsts, lai tā virsotnē spētu atrasties ledājs.","Kalns atrodas Ruvenzori nacionālajā parkā, kas kopš 1994. gada iekļauts UNESCO Pasaules mantojuma sarakstā.",0
Atdala Triniti pussalas ziemeļaustrumu galu no Žuenvila salu grupas un savieno Brensfīlda šaurumu ar Vedela jūras Erebusa un Terora līci.,Šauruma krastā darbojas trīs polārstacijas — argentīniešu vissezonas stacija Esperansa un urugvajiešu vasaras stacija Eličiribeeti Hopa līča krastā Triniti pussalas ziemeļaustrumos un argentīniešu vasaras stacija Petrela Dandī salas rietumos.,0
"Nākamās trīs sezonas pavadījis Čikāgas ""Blackhawks"", 2013.",gadā izcīnot Stenlija kausu. Zviedrijas hokeja izlases sastāvā piedalījies 2012. gada Pasaules čempionātā un 2018. gada ziemas olimpiskajās spēlēs.,0
Arhipelāgs atrodas 60 km uz austrumiem no Stokholmas.,No ziemeļiem uz dienvidiem arhipelāgs izstiepts gar Sēdermanlandes un Upsālas lēnēm.,0
"Izvietojies pagasta vidusdaļā dienvidos no Peiteļa ezera 1,5 km no pagasta centra Līdumniekiem un 292 km no Rīgas.",Te atrodas Valsts robežsardzes Ludzas pārvaldes Krivandas nodaļa. 1897. gadā katoļu ciemā bija 14 sētas ar 104 cilvēkiem.,0
Gallijas pilsētas Lionas iedzīvotāju skaits pārsniedza 100 000.,"Dāki uzbruka Romas provincei, kura robežojās ar Donavu.",0
Bāka ietilpst Mūgas vadlīnijā un atrodas 500 m no aizmugurējās vaduguns.,"Bāka darbojas visu gadu, diennakts tumšajā laikā.",0
Dziesmas pamatā ir leģenda par klīstošo holandieti.,Kaverversija tika izdota kopā ar singlu 2003. gada 6. oktobrī.,0
"Dabas liegumā ietilpst Bicānu ezers un Jašas ezers, kā arī meži uz pussalas starp ezeriem un ezeru salas.",Sastopamas 3 aizsargājamas augu sugas un reta sūnu suga — zaļā divzobe (dicranum viride).,0
Parasti tos lieto ēdienu gatavošanai vai glabāšanai.,"Par podiem mēdz saukt arī priekšmetus, kas nav trauki un neattiecas uz pārtiku.",0
Pašlaik (2021) Diļevka spēlē Somijas pēc spēka ceturtās spēcīgākās līgas komandā Kraft.,Liepājas sastāvā kļuva par 2015.—16. gada sezonas rezultatīvāko Latvijas čempionāta spēlētāju.,0
"Piedalījies trijās Olimpiskajās spēlēs (2000, 2004, 2008), lielākos panākumus guvis 2004.","gadā Atēnās, kad šajā distancē guva uzvaru. Sportista personiskais rekords 800 m distancē ir 1:42,47 min, sasniegts 2001. gadā.",0
"Pašlaik (2022) pārstāv Kontinentālās hokeja līgas klubu HK ""Soči"".","Latvijas hokeja izlases rindās spēlējis 2013. gada Pasaules čempionātā junioriem. 2024. gada 29. maijā Jeļisejevs parakstīja līgumu ar Kontinentālās hokeja līgas klubu HK ""Soči"", ar ko atteicās no iespējas nākotnē spēlēt Latvijas izlasē.",0
Atdala Ziemeļu Ledus okeāna Linkolna jūru rietumos no Vandela jūras austrumos.,Rīga : Galvenā enciklopēdiju redakcija. 1978. 492. lpp.,0
Deviņkārtēja Latvijas čempione: 800 m — 2003.,"un 2009. gadā, telpās — 2009. gadā; 1500 m — 2004., 2005. un 2009. gadā, telpās — 2009. gadā; 3000 m — 2010. gadā; pusmaratonā — 2009. gadā. Viņas laiks bija 4:17.43 un uzvarai būtu pieticis tikai par 0.03 sekundēm ātrāks skrējiens, jo uzvarētājas laiks bija 4:17.41.",0
"Arēnā savas mājas spēles aizvada NBA komanda Milvoki ""Bucks"".",Arēna tika atklāta 2018. gada 26. augustā.,0
Hairas pirmais kosmiskais lidojums notika 1998.,gada aprīlī misijā STS-90. Otrais lidojums notika 2009. gada februārī misijā STS-130.,0
Ar to apzīmē mākslas estētisko iedarbību uz cilvēku.,Katarse ir attīrīšanās caur līdzpārdzīvojumu.,0
Domēns izveidots 1997.,"gadā. Domēna sponsors ir Tecnisys, bet domēnu reģistrēšanu nodrošina Bahnhof ST Registry.",0
Līdz gada beigām ir atlikušas 269 dienas.,"Dzinta, Dzintis, Filips, Vīlips, Zinta 1896. gads — Atēnās, Grieķijā tika atklātas pirmās modernās olimpiskās spēles. 1917. gads — Pirmais pasaules karš: ASV pieteica karu Vācijai. 1919. gads — izveidota Bavārijas padomju republika. 1924. gads — Nacionālā fašistu partija ieguva divas trešdaļas balsu Itālijas parlamentā. 1941. gads — Otrais pasaules karš: Vācija iebruka Dienvidslāvijas Karalistē un Grieķijā. 1965. gads — ASV palaists Early Bird, pirmais ģeostacionārais sakaru pavadonis. 1973. gads — ASV palaista zonde Pioneer 11. 1992. gads — Bosnijas un Hercegovinas parlaments (bez serbu piedalīšanās) proklamēja neatkarību no Dienvidslāvijas Sociālistiskās Federatīvās Republikas; serbu bruņotie spēki aplenca Sarajevu. 1994. gads — Ruandas prezidents Zuvenals Habiarimana un Burundijas prezidents Kipriens Ntariamira gāja bojā, kad to lidmašīna tika notriekta ar raķeti netālu no Kigali, Ruandā.",0
Beidou I2 tika palaists 2010.,gada 17. decembrī 20:20 UTC ar nesējraķeti Chang Zheng 3A no Sjičanas pavadoņu palaišanas centra. BD-2 M / BD-2 I Gunter Dirk Kreb Single Satellite View BEIDOU IGSO 2[novecojusi saite] Jens T.,0
Savas karjeras veiksmīgākos gadus Viltors ir pavadījis Francijas komandā Bordeaux un Anglijas Premjerlīgas komandā Arsenal.,"Viltors guva vārtus 2000. gada Eiropas čempionāta finālā, mača pēdējās sekundēs pret Itāliju, tādējādi izlīdzinot spēles rezultātu 1—1, bet jau papildlaikā zeltā vārtus guva Trezegē, un Francijas izlase izcīnīja Eiropas čempionu titulu.",0
Tas tika izlaists 2011.,gada 28. augustā kā albuma otrais singls. Šī dziesma tika pievienota BBC Radio 1 dziesmu sarakstam.,0
"Pamede atradās starp Vislas un Ilfingas (tagad Elblongas) upēm un robežojās ar Baltijas jūru ziemeļos, Pomereliju rietumos, Kulmas zemi dienvidos un Pagudes zemi austrumos.","Līdz 1466. gadam tā bija Vācu ordeņa valsts sastāvā, bet pēc Trīspadsmitgadu kara ziemeļu daļa ar Marienburgas pili nokļuva poļu Karaļa Prūsijas sastāvā.",0
"Atšķirībā no vairuma lietuviešu, kas pēc Protestantu reformācijas palika uzticīgi Romas katoļu baznīcai, Prūsijas lietuvieši lielākoties pieņēma luterticību.","Andris Vējāns, red. (1970. gada 1. decembris). ""Lietuvininki"".",0
Vēlēšanās Priekules novada domē tika ievēlēti 15 deputāti.,"Priekules novada domes vēlēšanās piedalījās 2 512 vēlētāji jeb 53,28% no balsstiesīgajiem.",0
Viena no Eiropas Savienības priekštecēm.,"Pirmā paplašināšanās bija 1973. gadā, kad pievienojās Dānija, Īrija un Apvienotā Karaliste. 1980. gados kopienai pievienojās Grieķija, Spānija un Portugāle.",0
Sākas Lielā purva rietumu malā pie Igaunijas robežas.,Latvijas daba. 2. sējums.,0
"Tajā attēlots zaļā laukā zelta pupuķis ar atpakaļpagrieztu galvu, melniem ar sudrabu cekula spalvu galiem, tādiem pašiem spārniem un asti, kas knābī tur kreisās spāres virzienā augšupvērstu sudraba pundurbērza lapu.",Novada ģerboņa autors ir Edgars Sims.,0
Stiepjas no Fērvetera raga dienvidrietumos līdz Longinga ragam ziemeļaustrumos Antarktīdas pussalas ziemeļaustrumos Vedela jūras piekrastē.,Uz Larsena nunataka kopš 1961. gada darbojas Argentīnas vasaras stacija Matjenso.,0
Pagājušo laiku stāstā 858.,"gadā aprakstīta kā viena no tautām, kuru varjagi aplika ar nodokli. Nestora hronikā teikts, ka ""pamatiedzīvotāji Novgorodā ir slovēņi, Polockā kriviči, Rostovā merieši, Beloozerā vesi, Muromā muromieši, un pār tiem visiem valdīja Ruriks"". 985. gadā muromiešus pakļāva Kijivas lielkņazs Volodimirs Svjatoslavičs, un iecēla savu dēlu Gļebu Vladimiroviču par Muromas kņazu. 11. gadsimtā Muromas zemē apmetās kriviči, kas pamazām asimilēja muromiešus.",0
"Izvietojusies starp Tasmana plato rietumos, Austrālijas kontinenta nogāzi ziemeļrietumos, Lorda Hava grēdu ziemeļos, Jaunzēlandes kontinentālo masīvu austrumos, Makvorija grēdu dienvidaustrumos, Indijas—Antarktīdas grēdu dienvidos un Dienvidtasmana pacēlumu dienvidrietumos.",Rīga : Galvenā enciklopēdiju redakcija. 1978. 72. lpp.,0
Lielu daļu no aktīvā mūža strādāja Latvijā.,"Die Lepra in Riga, ihre Ausbreitung und Bekämpfung.",0
Pētera Beltes iela sākas krustojumā ar Ventspils šoseju un beidzas pie dzelzceļa.,Ielā ir savrupmāju un vasarnīcu apbūve.,0
"Vēsturnieku vidū nav vienprātības attiecībā uz precīzu kustības sākuma un beigu datumu, tomēr daudzi uzskata, ka Risordžimento sākās 1815.","gadā ar Vīnes kongresu un Napoleona varas beigām un beidzās 1871. gadā, kad Roma kļuva par Itālijas Karalistes galvaspilsētu. Daži nacionālisti uzskata, ka 1918. gada 3. novembrī notikušais Gusti villas pamiers ir Risordžimento beigu datums. 1831. gadā Džuzepe Madzīni emigrācijā dibināja kustību Jaunā Itālija. 1848. gadā Ziemeļitālijā sākās sacelšanās pret Austriju, kuras valdījumos bija Lombardija un Veneto, un vairākas Apenīnu pussalas valstis pieteica Austrijai karu, kurā gan cieta sakāvi. 1859. gadā Sardīnijas Karaliste un Francija atkal pieteica karu Austrijai, kurā šoreiz Sardīnija guva uzvaru un ieguva Lombardiju. 1860. gadā Sicīlija anektēja Parmas, Modenas un Toskānas hercogistes un Pāvesta valsti. 1860. gada maijā Sardīnijas atbalstītā itāļu brīvprātīgo armija Džuzepes Garibaldi vadībā izcēlās Sicīlijā, līdz oktobrim ieņēma Abu Sicīliju karalisti, un pēc tautas nobalsošanas tā pievienojās Sardīnijas Karalistei. 1861. gada 17. martā par apvienotās Itālijas karali tika kronēts Sardīnijas karalis Viktors Emanuels II.",0
Savu profesionāļa karjeru uzsāka vietējā Borussia Mönchengladbach kluba sastāvā.,"Kopā ar Vācijas izlasi startēja 2006. gada FIFA Pasaules kausa izcīņas finālturnīrā, 2008. gada Eiopas čempionātā un 2010. gada FIFA Pasaules kausa izcīņas finālturnīrā.",0
Lunšanas kultūra izveidojās pēc Jangšao kultūras.,"Lunšanas kultūru raksturo virkne pazīmju: 1. piktogrammas, kas varētu būt hieroglifu aizsākumi, 2. ģimeņu klani, 3. senču kults, kurā pielūdz bagātākos senčus, 4. herarhiska sabiedrība ciematos, 5. blietētas zemes pamatu un aizsargsienu veidošana, 6. īpaši māla keramikas stili, 7. bronzas apstrādes pirmsākumi, 8. dzeršanas un dzīru rituāli, 9. cilvēku upurēšana, 10. aktīvas tirdzniecības un militārās saites ar kaimiņu reģioniem.",0
Ietilpst Mikronēzijas Federatīvo Valstu Čūkas pavalstī.,"Pativa ir viena no Čūkas pavalsts ziemeļrietumu reģiona Oksiritodas daļām, tās iedzīvotāji ir mikronēzieši, runā puluvatiešu valodā, kas tuva čūkiešu valodai.",0
"Viņš pārsvarā startē nobraucienā un supergigantā, kā arī milzu slalomā.","Veiksmīgākais čempionāts viņam bijis 2009. gadā Valdizērā, kur nobraucienā izcīnīja sudraba medaļu un supergigantā izcīnīja uzvaru.",0
"Kopā UNESCO sarakstā no Centrālāfrikas Republikas ir iekļautas 2 vietas (visi dabas objekti), savukārt 9 vietas ir iekļautas oficiālajā kandidātu sarakstā.",Centrālāfrikas Republika Pasaules mantojuma konvenciju ratificējusi 1980. gada 22. decembrī.,0
"Vienai vai vairākām loģiskām vai fiziskām saskarnēm var būt VRF, kas neizmanto kopīgus maršrutus, tā vietā, datu paketes tiek pārsūtītas tikai starp saskarnēm tajā pašā VRF.","Cisco - Virtual Route Forwarding Design Guide Configuring VRF-lite, Cisco Systems.",0
Karjeras laikā aizvadījis 782 spēles NHL.,"Sportsnet.ca. «Ex-NHL enforcer Chris Simon files for bankruptcy, court documents say he's broke | Ottawa Citizen».",0
"Izvietojies pie autoceļa A10 1,5 km no pagasta centra Strazdes, 18 km no novada centra Talsiem un 102 km no Rīgas.",Pie Mazstrazdes atrodas piemiņas akmens sarkano partizānu komandierim Kārlim Paldiņam.,0
"Abās izglītības programmās var apgūt šādas specialitātes: taustiņinstrumentu spēle (klavierspēle un akordeona spēle), stīgu instrumentu spēle (vijoles, alta, čella, kontrabasa, arfas, kokles un ģitāras spēle), vokālā mūzika (meiteņu koris un JMMS zēnu koris), pūšaminstrumentu spēle (flautas, obojas, klarnetes, fagota, saksofona, mežraga, trompetes, trombona, eifonija un tubas spēle), sitaminstrumentu spēle.","Rīgas 1. mūzikas skolas pirmsākumi meklējami 20. gadsimta divdesmito gadu beigās, kad skola darbojās kā pazīstamās pianistes Skaidrītes Rozenbergas privātā studija. 1946. gadā tā kļuva par valsts skolu un ieguva nosaukumu Rīgas 1. mūzikas skola.",0
"Latvijas Valsts Universitātes Astronomiskās observatorijas direktors (1979—1985), eksperts zemes mākslīgo pavadoņu novērošanas jautājumos.",Līdz 2013. gadam vadīja Latvijas Universitātes Astronomiskās observatorijas zemes mākslīgo pavadoņu lāzerlokācijas dienestu.,0
"Izvietojusies pie Dzeldas—Nīkrāces ceļa 3,4 km no pagasta centra Dzeldas, 56 km no novada centra Kuldīgas un 167 km no Rīgas.",Apdzīvotā vieta izveidojusies pie bijušās Briņķu jeb Alturpes muižas (Gut Groß-Altdorf).,0
"Karjeras laikā aizvadījis 14 sezonas Nacionālās hokeja līgas kluba Čikāgas ""Blackhawks"" sastāvā, 2013.","un 2015. gadā kopā ar komandu izcīnot Stenlija kausu. 2013. un 2015. gadā Krofords kā vismazāk vārtus NHL ielaidušais vārtsargs ieguva arī Viljama Dženingsa balvu. Janvāra sākumā, īsi pirms gaidāmās sezonas sākuma, Krofords paziņoja par karjeras beigšanu.",0
Rennes SB dibināta 1990.,gadā. The Financial Times 2019. gadā skolu Eiropas biznesa skolu vidū ierindoja 56. vietā.,0
"Ģimene dzīvo izdomātā pilsētā Kouhogā, Rodailendas štatā, ASV.","Krisam ir māsa Mega un brālis Kriss, kā arī viņa draugs suns Braiens.",0
Pašlaik (2025) tā atrodas 1.,vietā Starptautiskās hokeja federācijas sieviešu hokeja izlašu rangā. IIHF International Ice Hockey Federation. 2025-2-11.,0
Austrijas—Prūsijas kara laikā 1866.,"gada 22. septembrī Hannoveres Karalistes teritoriju anektēja Prūsijas Karaliste, izveidojot Hannoveres provinci. Hanoveres teritorija (svītrota) pirms pievienošanas Vestfālenes Karalistei (Kgr.",0
"Brocēnu novads sastāv no Blīdenes, Cieceres, Gaiķu, Remtes pagastiem un Brocēnu pilsētas.","Remtes pagastā atrodas 4 ciemi, no tiem 1 vidējciems, 2 mazciemi un 1 skrajciems.",0
"Rietumos tā robežojās ar Mesēnijas vēsturisko apgabalu, bet ziemeļos ar Arkādijas un Kinurijas vēsturisko apgabalu.",Latvijas padomju enciklopēdija. 9. sējums.,0
"Līcis pie ieejas ir ap 61 km plats, iestiepjas sauszemē par 110 km un sadalās Konstantīna, Nikolaja un Uļbanas līcī.",Ģeogrāfijas vārdnīca Pasaules zemes un tautas.,0
"Monako nosaukums radies no sengrieķu kolonijas Monoikas (Monoïkos) vārda, kuru 6.",gadsimtā p.m.ē. bija dibinājuši feniķieši. Kopš 2005. gada valsts galva ir princis Albērs II.,0
Lielbritānijas karaļa Džordža III piektais dēls.,"Pret mātes gribu 1815. gadā apprecējās ar divkārtēju atraitni, Prūsijas karalienes Luīzes māsu Frederiku.",0
"Galvenais ofensīvas organizētājs bija Krievijas kara ministrs Aleksandrs Kerenskis, kurš personīgi apmeklēja plānotā uzbrukuma reģionu, lai ar savām runām celtu karaspēka morāli.","Vācieši izmantoja situāciju, lai 1917. gada augustā ieņemtu Rīgu, kur pretestību viņiem izrādīja tikai latviešu strēlnieki.",0
Administratīvi ietilpst Sahas Republikas Anabaras ulusā.,Padomju laikā salu neilgi dēvēja par Vstrečniju (остров Встречный).,0
